@relation sentimentos

@attribute text string
@attribute feeling {Negativo,Neutro,Positivo}

@data
'“Pesquisa afirma que: homem quem posta ‘ele não, ele nunca’ já dançou Beyoncé na frente do espelho.” Querido amiguinho que postou isso no Instagram, será que você poderia me explicar qual é o problema? :)',Positivo
'Que lindo.....:)',Positivo
'@Awaayzl Olá! Gostaríamos de entender melhor o seu caso, por favor, nos chame por DM. :)',Positivo
'@SchuldinerSieg Daqui a pouco a TV Câmara vai cobrar pay-per-view de tão emocionante que vai ficar :D',Positivo
'Obrigado :) Carlos Dias https://t.co/OUrjR8llbS https://t.co/oXwINKLEDT',Positivo
'Como foi o melhor sonho que você já teve? — Tava caindo de um prédio e morri :-) https://t.co/c81Vt6QWtz',Positivo
'@finishao Eai bro, só falta o resultado para nos né papai :D, qual resultado? https://t.co/L10I7K4eUT',Positivo
'Alguém me tire daqui :)',Positivo
'Hora do café :) em Constatlm2 https://t.co/2WeOUokQTQ',Positivo
'Quite :) https://t.co/U41ZDyYepx',Positivo
'Novo post no blog! Post 100! :D  A maneira como J.K. Rowling construiu este mistério, a maneira como Strike descobre o assassino, a maneira como Robin descobre elementos essenciais à investigação do caso que têm em mãos... Muito bom mesmo.  https://t.co/FvJ5SSaCuG…/a-car…',Positivo
'Aí a pessoa tem toque com cor, a caneta acaba no meio do estudo e a pessoa não consegue mais estudar por que se usar outra cor vai ficar feio :)',Positivo
'@predocindio Pra eles, exatamente ao contrário! :P Aliás, será que os bolsominions conseguem inverter algum argumento? Ou é esperar demais?',Positivo
'foo :-) : cae81f58-2a01-423e-9fe3-b5e448f4adc0',Positivo
'@thiagomanghi foi lindo de ver, amiga ♥ (enquanto isso, no meu país, governador eleito no primeiro turno é da turma do Bozo e pra presidente seguiram o restante do país ): )',Positivo
'@soujufreitas Eu falei isso ontem. Que vou mudar pro país Nordeste hahahaha :)',Positivo
'vai treinar lá no objetivo algum dia!! :) — to querendo ir pro classe A, qual ob ? 1 ou 2 ? https://t.co/zgU7pcHJCp',Positivo
'Pedi a minha mae para ir a marina d or e ela parece que me vai deixar ir :)))',Positivo
'@tumbulrunicorns BESTIE FEIA HORRÍVEL que eu AMO imenso :)',Positivo
'@shimhmd Acho o que eu escrevi ali no post... :)',Positivo
'@kakosjc Teria que ser o cachorrinho de alguém :) ia ficar show',Positivo
'@BrandyBullets Estava no carro :)',Positivo
'@AndreLuiszzzzzz @GustavoPeresf Xenofobia é crime :)',Positivo
'PQP, mais algumas semanas de #Elenao #Elesim. Inventar um programa, que exclui a pessoa da rede social quando ela colocar um desses dois. Ps: depois desse post seria o primeiro :).',Positivo
'@Patrici97415137 @Gesemformacio Bona feina Patrícia :)',Positivo
'@ka1000le Próxima vez me liga :)',Positivo
'@castanheira238 bebezao lindao :) gosto totil de ti trenga',Positivo
'@GeneralNhaga @BaluarteDragao Patetas :) só marram no vermelho',Positivo
'Hj acordei bué mal disposto e ya surgiu ficar em casa :)',Positivo
'Boa semana, comecemos com o pé direito :))) https://t.co/LXgp4JKQMw',Positivo
'@ClaudiofcsSilva falou o jeca. Amigão, revise minha vida, quem sabe consegue superar :)',Positivo
'@AnaCarv004 nunca falei muito ctg, mas pareces ser uma rapariga 5 estrelas :)',Positivo
'Claro que ele não ia falar com a imprensa, o Paulo Guedes não tinha ainda falado pra ele o que ele deveria falar... Obrigada a todos eleitores do Bonossauro, vai ser sensacional viver num país com um presidente que não sabe de absolutamente nada além de disseminar ódio :) https://t.co/3ptXsS6JVR',Positivo
'Booom Diaaa Twitteeeerr :)',Positivo
'Planejando os dias de maldade. :D https://t.co/txpAW8uKZQ',Positivo
'@M4rcos_diogenes Não é, vc é Meu amigo : )',Positivo
'Valeu @BandaiNamcoBR :D https://t.co/2bHtbI2KUr',Positivo
'Agir como se estivesse tudo bem e nada tivesse acontecido? Não mesmo, isso não é para mim. Ou vêm falar comigo ou bem que vos ignoro tal como fizeram comigo :))',Positivo
'Sem neurose e sem estresse :P',Positivo
'A comunidade R-Ladies é uma organização que promove a diversidade de gênero na comunidade da linguagem de programação estatística R. Faça parte você também. :) https://t.co/PmIOxLIlm2 #rladiesglobal #rladies #rstats #rprogramming #womentechmakers #dev https://t.co/9clJUIThWm',Positivo
'e antes de falar besteira, pesquise o significado da palavra FEMINISMO nos dicionários :)',Positivo
'@KebabDoSul @YaBoyMarcelo @tiago_pinto13 Essa é a tua sorte :P',Positivo
'@pfvcarou Exatamente, o diabo e Bolsonaro. :)',Positivo
'@NunoMateus00 @JuRodri065 Oh sim, a minha testa é mais forte que vcs juntos :) ahahhahahaha',Positivo
'foo :-) : 063a22b1-df93-4949-ba24-87300605f2fd',Positivo
'@lucsmall Leva alguns pra Campo Grande??? Obrigada :)',Positivo
'sobre mulheres na frente e atrás das câmeras :) muito importante',Positivo
'hoje eu fui dormir mestre e acordei top 100 :)',Positivo
'#Eleicoes2018: novos sobrenomes para manter a velha tradição. O impeachment custou caro, todos articuladores do “golpe” ficaram de fora. Minha opinião: eles tomaram um golpe do golpe! :) https://t.co/XGBRzsBZeL',Positivo
'@YourDarling002 Tô bem :-)',Positivo
'@brndutr @xxxixaxx ah entendi, eh q eu sigo mais oq ta somente na biblia msm e nunca tinha visto nada sobre :), mas obrigada',Positivo
'@gabriels1monato Ta aonde gatinho? :D',Positivo
'minha aula de economia :) https://t.co/WULQuIgveh',Positivo
'Tenho uma leve impressão que essa semana vai ser do bem :)',Positivo
'esse way é fofo :D https://t.co/OWNhE7hZzX',Positivo
'A minha bolsaminion secreta defende a independência da mulher brasileira, mas aceita ficar em casa e ser sustentada pelo marido machista :)',Positivo
'@Micael99Silva Micael quero muito rir :))))',Positivo
'Dei unfollow na pessoa errad e to com vergonha de seguir de novo :D',Positivo
'@umgelter @2018_Lulala @joycedmota @folha_poder Saber alguma coisa também deveria ser razão pra eleger alguém né hahahah adianta ficha limpa e ser um idiota? Quando isso tiver consequências vc me conta :)',Positivo
'@Ricaredo74 @danielolivalx Fuzilamentos da PTLhada??? A mortadela ou o comer capim??? é um Populista.... diz o que o povo quer ouvir... é assim que são eleitos todos os democratas :)',Positivo
'@guinoliverio esse menino é trabalhador :)',Positivo
'Sds bues mm, tens de vir a lisboa ter comigo :)) https://t.co/ikihwv4usb',Positivo
'Bom dia! :)',Positivo
'@apazevedo48 @gramich Porque eles podem :D',Positivo
'Outra em que o time fica tiltado já no começo no draft :D https://t.co/DTnpKwgO7M',Positivo
'@daanielagois Se eu tivesse dinheiro eu sairia até do Brasil. Mas valeu pela ideia amiga :)',Positivo
'Vou falar mesmo e não vou mais responder merda nenhuma, vcs são mto chatos :)',Positivo
'@jatobafcs Obrigado :) ❤️',Positivo
'Recomendo essa página, um ótimo humor cristão @theflashcrente :) https://t.co/FJZAHVwXId',Positivo
'@sirmonteiro Inclusive, gente como eu. Tendo tudo esclarecido, não adianta falar que gosta de mim, que me acha isso e aquilo e contribuir pra candidatura de alguém que fere a minha existência como mulher, pobre, artista e lgbt :)',Positivo
'@marte3d Sei team Barbara o team Mara? :)',Positivo
'Bom dia. Tô com sono, mas feliz :)',Positivo
'meu amigo que eh super frio e nao se importa tanto na vida diaria com politica e smp foi super forte passou a noite chorando por causa do pocket :-) e hoje tem evento de familia cheia de homofobico',Positivo
'Primeiro recado da vida :)',Positivo
'@Pixelsez Não exata não! :)',Positivo
'Pros queridinhos e queridinhas que fica me chamando de criança, ja to aceitando os presente do dia 12 de outubro kkkkkkkkkk :)',Positivo
'@nadiaaideias Não te curto :)) ( traz amigas )',Positivo
'@susanacampos @LIAWHITING1 @CrisMR @lilianapego @isv5 @saogama @Zeavy @Don_Miguez @ZorGabor @mmsoeiro @behin_d_curtain @leaodealvalade @FriquiDog @janlamour @BAkuarela @JoanaRSSousa @Ceu37viana @Lmalopes @Joelysandra @madeireiro @ArturAnjos @franki_kuka @_fox_y @marlenedacal @Tinoni @SandraGaspar @ClickBrickPT Era bom é que só fosse uma voltinha de 4 dias :) Bom diaaa',Positivo
'Falta lhe bue personalidade e garra, arranja sempre desculpas, fds se ele berrar com os jogadores e lhes der na cabeça nao é porque nao gosta deles mas sim porque sabe que fazem muito melhor do que têm feito... mas la esta, é a minha opiniao :) https://t.co/Xwsw3Qejhf',Positivo
'@muscca Acha mar na jana :)))',Positivo
'Na Índia eras sagrada baby :))',Positivo
'Primeiramente, #PTnao segundamente, Bom dia :)',Positivo
'Estou à porta de casa porque ninguem deixou chave :)',Positivo
'@marciamsfonseca @marciar0215 @agrandemartins @veracosta04031 @soqueroqtefodas @TatianaSilvaa2 Eu sei depois não queiras participar neles porque eu vou guarda- lós para mim :))',Positivo
'@lyaalis eh amor eh q nao foi vc que trabalhou 11 horas em pé contra sua vontade pra que esse tipo de coisa seja evitada, ai vem um idiota e faz essa merda, puta desrespeito com quem trabalhou pra isso em todo país, inclusive eu q vai ter que trabalhar de novo no segundo turno :)',Positivo
'@clemer_afroman Que bom está tudo certo? :)',Positivo
'@CUPIDJ00N É HORA DO SPAM :)))) https://t.co/1rapN5NAn9',Positivo
'Amanhã e quarta não vou trabalhar de manhã :) blssd',Positivo
'@marianaviaja_ eu estou numa de escrevo escrevo escrevo, passa um tempo, apago :-) preciso colocar pra fora, mas não quero munição pra encherem meu saco',Positivo
'Ahah sim, perguntei-lhe sobre ti :))',Positivo
'@Ricaredo74 @danielolivalx O Sócrates alega coisas parecidas. O Slobodan Milosevic riu-se :)',Positivo
'Se o @jairbolsonaro ganhar eu saio do Brasil. O dólar vai cair pra uns R$ 2,00 e eu vou viajar bastante! :) :)',Positivo
'Não usa sunga porque? :P — Porque marca muito o garotao aqui https://t.co/aLGxfwMt4E',Positivo
'To pensando em ir pra argentina com a família, lá também tem grupo folclórico, então vou estar feliz :)',Positivo
'Eu odeio que me liguem e odeio que me acordem e o outro parvalhão ligou-me e acordou-me :)',Positivo
'Votar no PT antes da lava jata até podia ser falta de informação, mas agora eh falta de vergonha na cara mesmo :) #ptnao #PTNuncaMais #PTnao #PrayForBrazil #PTJamais #EleSim17 #17Neles #17noSegundoTurno #bolsonaro',Positivo
'@bentangggggg HAHSHSHAHSHHSHAHSHSHAHAHAHSHAHAHHAHAHAHSHSHSHAHAHAHSHAHSHAHHAHSHSHSHSHAHSHSHAHAHAHHSSHHSSHAHHSHSHSHSHSHAHSHSHHSHSHSHAH ay puta monday nga pala :))',Positivo
'ficando puta com o passado pq estou lembrando das coisas como sempre. Bom dia segunda :) valeu',Positivo
'Entrei na pós-graduação bitcheeeees! :D :D',Positivo
'Amanhã tenho uma shoot e guess what?????? Tou doente :)',Positivo
'@_andrecferreira Já me disseram o mesmo ahah eu acho que eles estavam com saudades minhas :)',Positivo
'#Bomdia pessoali .. :)',Positivo
'@andretrig Bom dia, André :)',Positivo
'@cadrix5 Resistimos! Bom dia :)',Positivo
'@kwonyeom bom dia anjo, obg e igualmente :p',Positivo
'Indo trabalhar :)',Positivo
'Um menino que eu conheço votou em Bolsonaro pq ele não aceita a sexualidade dele :) Alguém avisa que votar em Bolsonaro não vai fazer dele o Hetero só vai fazer dele idiota',Positivo
'Unfollow não serão pessoais, ok? Apenas questão pelos likes e retweets de vocês...senão entope de notícias aqui de esquerda e já ficou cansativo! Após a eleiçao a gente retoma! :)',Positivo
'e aqui vou eu para o porto gastar mais dinheiro :)',Positivo
'@laurjsaturnn menos não, é a verdade :)',Positivo
'só lembrem que não escolher um lado as vezes é escolher um lado :)',Positivo
'@lindemxxn ai mana vou beber, obrigada :)',Positivo
'@Nixolaas Agora sim, fui reescrever :P',Positivo
'semana já começou agitada :) https://t.co/66NJEtDRWe',Positivo
'Primeiro pensamento do dia: Sexta Feira é FERIADO. :)',Positivo
'@g1 Que linda!!! Sucesso e força :) parabéns!!',Positivo
'Vou fazer um esforço para ir às 2 últimas aulas :))',Positivo
'alguém avise o amigo lá de cima que os meus dois olhinhos chegam-me, que não preciso de um treçolho :-)',Positivo
'bom diaa educados respondem :)',Positivo
'Eunício não se reelegeu :)',Positivo
'Bom dia a todos :)))) https://t.co/Hx90vPa7Qa',Positivo
'@jeanwyllys_real Parabéns Jean, não votei em você votei no @MarceloFreixo que bom vocês dois juntos la brasilia. boa sorte :).',Positivo
'@paulapt2k Bom dia, Paula!!! Ótima semana pra você tbm! :D',Positivo
'@rick0800 Eu sempre falei que aqui em Minas o povo nem citava o nome de Dilma e que era manipulação da mídia. Povo da cidade que ela cresceu tem vergonha de contar que ela viveu lá, imagina votarem nela? Sem chances. Esse resultado de Dilma fora eu já sabia! :)',Positivo
'As legendas em Pt - Br no episódio 6 irão ser postas em breve :) já entramos em contato com o P Tieris',Positivo
'Fascistas de merda, se quiser completar :p',Positivo
'@Clavagno @BlogdoNoblat :) obgd por não votar Bolsobaro',Positivo
'@silquelado Ah, desculpe pensar em fazer feio :)',Positivo
'@rachmarquizelli até dois :)',Positivo
'Gente, queria só lembrar a vocês que o presidente sozinho não faz nada! Precisamos lembrar q o buraco é muito mais embaixo. Espero que tenham votado em bons senadores, governadores e principalmente deputados, pq são eles que representam nossos valores lá :)',Positivo
'Vontade d ir p escola hoje....... Volta :)',Positivo
'@rapha_ms Raphael, olá. Você pode consultar as regiões de cobertura dos nossos serviços no link: https://t.co/WKEZqk5Vl4. Qualquer dúvida que tiver, estamos à disposição! :)',Positivo
'Bom dia Dona Segunda! sempre melhor que ontem. Hoje só não mais é incrível do q amanhã... q vai ser melhor ainda :)',Positivo
'parabéns aos trabalhadores assalariados que rezam o ano todo pra chegar no décimo terceiro e votaram contra o mesmo :)',Positivo
'Não sei porque consigo sempre esquecer-me do e-mail que meto e depois quando a conta bloqueia não a posso usar mais :)',Positivo
'vocês obrigam a gente a votar no PT. Aos envolvidos... Parabéns :)',Positivo
'Gente ajuda ai pra Froka ve :)',Positivo
'@oliveirandreiah Minha ost favorita também é NieR Automata :) impecável!',Positivo
'@diogocavaleiro tens razão :)',Positivo
'@zehneptune @fridakaldos ninguėm ė obrigado a votar se nenhum dos candidatos agrada, ė por isso que existe o voto em branco, pq as pessoas são livres para escolher :)',Positivo
'@baIintataw ok jem :-))) HSHSHAHAHAHHS',Positivo
'E para celebrar esse dia lindo acordei com a minha conta do @SpotifyBR roubada. :D',Positivo
'Tena prestataire sa fomba fitadiavam-bola ? :) https://t.co/QNN45nLDOm',Positivo
'@maira_bh Tem mais dados bons lá :)',Positivo
'Mas que belo dia pra me fazer de louca e ignorar todos e qualquer ser aeróbio que ousar falar de eleição perto de mim :)',Positivo
'Pensam que sabem tudo mas não sabem nada, reduzam-se à vossa insignificância, obrigado :)',Positivo
'Fim de novembro aparelho e dps e so 1 ano e pouco :))))',Positivo
'@gilson_crispim Eu li :)',Positivo
'adeus problemas c autoestima :) kkkkk n vo sentir falta d vcs +',Positivo
'foo :) : 1885e00e-5218-48c4-a5bf-a2801c0cfa91',Positivo
'@volponiLeo pro Br melhorar, precisamos da legalização :)',Positivo
'@DuarteMarques ahahh o vieira vai cair! quero ver-te falar nessa altura? por acaso sabes onde para o vale e azevedo? continua a fumar esses canhoes! ahahahahh :)',Positivo
'@allrox Bom dia, Alexandre. Tudo bem? Você pode me informar por DM a etiqueta de serviço do seu equipamento (https://t.co/xM4iRsdH7B)? :) ^Diego',Positivo
'@100alarme Não posso contar :)',Positivo
'@lyjjkookie Acho que não Se você vê o discurso dela quando falei dele  Ele só quer defender os jovens e apoiar todo mundo ele não é o que falam não  DETALHE a irmã dela namora uma menina :) e a filha dela é negra :)',Positivo
'Ai bom dia p quem nao ficou chorando por causa de politica neh. O choro da galerinha do lacre foi musica pra eu dormir hj :)',Positivo
'@jesstemporal @pythekiller haha, ele levou a fama pois me conveceu a levar. Eu já estava entregando o livro. Mas sim, foi você que mostrou esse livro. :D',Positivo
'@Amanda_mHubner Meu anjo isso foi uma indireta bem direta, não se ofenda se vc: não falou mal do nordeste, esta na particular por vontade propria, não estuda na fasipe. É isto :)',Positivo
'Ainda chateado com o resultado do 1o turno, mas agora é levantar a cabeça e tentar reverter no 2o :)',Positivo
'@diogocavaleiro às notícias que dizem  Malparado na banca cai XXX  eu digo não. O título seria qualquer coisa como  Malparado na banca cai XXX, mantendo-se como um dos mais altos da Europa e colocando em risco a atividade dos bancos portugueses  :P',Positivo
'@GonAkaResende @GonzasNuno @pullupnghost Sexta ! No bairro :)',Positivo
'@lrbocchi vamos lá, a opinião é MINHA, o voto também seria MEU, e outra, o Twitter também é meu. quer criticar, fica a vontade. :) beijo leti',Positivo
'Daqui algumas horas descubro se terei apenas 6 meses de vida hehe :)',Positivo
'aaa vcs são lindíssimos vão namorar qnd??? — obrigadooo e tudo tem seu tempo :) https://t.co/waaKw5lHqt',Positivo
'@tiagofelsky Mas ue, anjo! Em que momento nesse tweet eu falei que os programas sociais foram criados pelo Lula? Eu tenho ciência de que é uma herança do antigo governo e tenho ciência também de que seguiu ativo até então, com ajustes, e que seguiu beneficiando milhares de brasileiros :)',Positivo
'Uma professora minha acabou de dizer que a minha turma já era nascida no 25 de abril :) exato, pelas contas',Positivo
'vou ignorar os machos e só continuar respirando :)',Positivo
'@LAMBARITO Obrigado !!!! :)',Positivo
'Me faça uma pergunta :) https://t.co/WvsR9ruY09',Positivo
'@tripalmovski Eu n estou a brinkarrrr tens de vir sentir o aromaaaaa maravilha :) ehehehe fadasss',Positivo
'@claracunha36 Eu por acaso também :))',Positivo
'Muitos  politicos  perderão seu escudo de proteção, mais conhecido como  foro privilegiado  em 2019 .... :D',Positivo
'4 meses e eu fudi td :)',Positivo
'Facebook tolinho... e mais pra 16 do que 6 :) https://t.co/EvOTmTIhZm',Positivo
'segunda é aquele dia em que eu podia ter folga, mas tenho de me vestir de propósito por volta das três da tarde para ter aulas das quatro às seis e vir embora :)',Positivo
'Esse #podcast foi massa! :D 99Vidas 312 – Pancadão Vol. 9 https://t.co/LOgoijQC6L https://t.co/j3H6h9aisy',Positivo
'@Ricaredo74 @danielolivalx E ao que parece são a maioria... democrática, que foi votar e, principalmente tem direito ao voto e a ter representado na proporção a sua vontade.... a democracia é linda. O homem é fascista, mas é tanto como os que dizem que o povo está errado e não deveria votar assim... :)',Positivo
'A paragem estava infestada de abelhas q vieram sei lá de onde. E eu, como pessoa inteligente e consciente que sou, não me mexi, MAS UMA MULHER DECIDIU QUE SERIA UMA EXELENTE IDEIA RODOPIAR O CASACO PARA AS ABELHAS BAZAREM... Conclusão: elas ficaram lá e eu entrei em pânico :)',Positivo
'@indiezera__ EU SÓ DORMI UMA HORA A MAIS Não consegui acordar pq foi dormir 1h da manhã por ter ficado no telefone COM VC hsuahauahah Não te abandonei meu bem :)',Positivo
'PT terá a maior bancada do congresso. Oposição forte já temos :)',Positivo
'Picadinho regional no #noitescura :)',Positivo
'@_thiago_dias_ Conta... :)',Positivo
'@ravelpinheiro Olá! Ficamos muito felizes em saber que você teve uma ótima experiencia no hotel. Conte conosco sempre! :)',Positivo
'Paisa :)) — huh https://t.co/ArehmY3xHN',Positivo
'agora é oficialmente minha hora de tomar no cu por causa da prova :)',Positivo
'🇧🇷 acordou agora? tá saindo cedo de casa? vai ouvindo o episódio novo do @zofepod :P https://t.co/3WxmjX5BWx',Positivo
'Ya, o arraial foi brutal. Acordei sexta com uma dor de cabeça descomunal, sem me lembrar de nada, uma nódoa negra gigante no rabo, o braço todo arranhado, a anca arranhada, um buraco na perna e a gregar Agr descubro q tive um blackout de 5h e andei desaparecida dos meus amigos :)',Positivo
'chegou :)',Positivo
'Bom dia. :)',Positivo
'@AnaRodriguesfo Leia o plano de governo dele atentamente ou procure vídeo sobre isso :) tá na internet só ver',Positivo
'@gabebritto Gabriel, por onde vc acompanha notícias da CZ em ingles? Obrigada :-)',Positivo
'Quase quase a chegar :) https://t.co/CwlnXqQFUJ',Positivo
'Também :) https://t.co/5BbTiDodw4',Positivo
'Mau tempo vai começar a a partir de quarta :)',Positivo
'@Su_MFerreira Está um belo dia, sim senhor! :D',Positivo
'jessa camel p. borres :))) https://t.co/VPwMaFaMlu',Positivo
'SEGUNDOU! :)',Positivo
'@bom_inverno @inesu_chan Ela é que é esquisita :) eu gosto ^^',Positivo
'@akwyz Mas elas continuam a ser portuguesas, pelo menos pelos seus fundadores. :) Ainda assim, agradeço a consideração.',Positivo
'apenas é usada no limite, e por um período máximo de 15m. Minha gente, agradeço MESMO todas as sugestões que me possam dar mas, se não conhecem as especificidades da doença, por favor, fiquem caladitos 😘 obrigada :)',Positivo
'@OGloboPolitica Aguardem os próximos capítulos. :)',Positivo
'@bukabukalemun Ooo chesterfield severiz :)',Positivo
'@carstairspotter @gsramos_ @AnarcoFino Hehehe é a nossa função, né... valeu :)',Positivo
'G1 confirmou os eleitos :)',Positivo
